,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
2010,TX,Final,"15,905,878","137,161,401","9,536,767",11.60,"11,163,355","121,467,291","1,459,659",9.19,"6,420,038","99,754,414","127,603",6.44,"7,311","74,444",3,9.82,.,.,.,.,"33,496,583","358,457,551","11,124,032",9.34
2010,UT,Final,"769,145","8,834,229","936,600",8.71,"741,023","10,367,847","122,340",7.15,"434,486","8,808,211","9,430",4.93,"2,928","33,713",10,8.69,.,.,.,.,"1,947,582","28,044,002","1,068,380",6.94
2010,VA,Final,"5,061,604","48,438,958","3,258,964",10.45,"3,676,234","48,036,983","419,948",7.65,"1,141,321","17,141,225","5,378",6.66,"14,552","188,969",1,7.70,.,.,.,.,"9,893,714","113,806,133","3,684,291",8.69
2010,VT,Final,"331,392","2,127,935","307,837",15.57,"271,531","2,020,939","50,616",13.44,"137,852","1,445,962",220,9.53,0,0,0,.,.,.,.,.,"740,774","5,594,834","358,672",13.24
2010,WA,Final,"2,805,590","34,906,925","2,825,279",8.04,"2,125,160","28,833,283","353,327",7.37,"1,085,311","26,632,813","27,970",4.08,515,"6,949",6,7.41,.,.,.,.,"6,016,576","90,379,971","3,206,583",6.66
2010,WI,Final,"2,820,621","22,299,493","2,594,695",12.65,"2,296,380","23,001,116","338,406",9.98,"1,606,233","23,451,807","4,497",6.85,0,0,0,.,.,.,.,.,"6,723,235","68,752,418","2,937,598",9.78
2010,WV,Final,"1,094,175","12,442,583","867,947",8.79,"610,028","7,961,906","137,208",7.66,"681,013","11,622,934","12,347",5.86,366,"4,379",1,8.36,.,.,.,.,"2,385,579","32,031,802","1,017,503",7.45
2010,WY,Final,"239,197","2,727,203","257,448",8.77,"320,135","4,317,139","59,642",7.42,"501,282","10,069,118","8,932",4.98,0,0,0,.,.,.,.,.,"1,060,618","17,113,458","326,022",6.20
2010,US,Final,"166,778,038","1,445,708,403","125,717,767",11.54,"135,553,749","1,330,199,356","17,674,167",10.19,"65,772,005","971,221,196","747,691",6.77,"814,339","7,712,410",238,10.56,.,.,.,.,"368,918,125","3,754,841,377","144,139,862",9.83
2011,AK,Final,"376,006","2,134,424","273,851",17.62,"430,938","2,854,412","48,501",15.10,"209,032","1,330,708","1,249",15.71,0,0,0,.,.,.,.,.,"1,015,977","6,319,541","323,602",16.08
2011,AL,Final,"3,661,469","33,002,816","2,142,627",11.09,"2,331,377","22,257,127","356,074",10.47,"2,107,206","33,735,428","6,491",6.25,0,0,0,.,.,.,.,.,"8,100,052","88,995,371","2,505,192",9.10
2011,AR,Final,"1,693,836","18,787,349","1,328,285",9.02,"911,066","12,146,130","180,291",7.50,"957,042","16,993,920","32,760",5.63,49,426,2,11.50,.,.,.,.,"3,561,990","47,927,829","1,541,338",7.43
2011,AZ,Final,"3,666,153","33,079,074","2,575,586",11.08,"2,802,811","29,512,329","305,338",9.50,"809,656","12,352,240","7,210",6.55,0,0,0,.,.,.,.,.,"7,278,618","74,943,645","2,888,134",9.71
2011,CA,Final,"13,060,946","88,398,417","13,002,978",14.78,"16,018,055","122,780,918","1,818,046",13.05,"5,046,468","49,935,777","73,297",10.11,"67,246","826,591",13,8.14,.,.,.,.,"34,192,714","261,941,700","14,894,334",13.05
2011,CO,Final,"2,059,152","18,276,798","2,141,778",11.27,"1,877,996","19,889,230","347,899",9.44,"1,075,881","15,241,814","16,426",7.06,"4,939","50,443",1,9.79,.,.,.,.,"5,017,968","53,458,284","2,506,104",9.39
2011,CT,Final,"2,338,981","12,918,796","1,453,863",18.11,"2,037,917","13,087,010","150,086",15.57,"485,664","3,668,219","4,756",13.24,"18,954","184,969",4,10.25,.,.,.,.,"4,881,516","29,858,995","1,608,709",16.35
2011,DC,Final,"276,154","2,061,390","229,450",13.40,"1,157,024","8,965,833","26,496",12.90,"14,897","216,244",1,6.89,"32,465","318,586",1,10.19,.,.,.,.,"1,480,535","11,562,054","255,948",12.81
2011,DE,Final,"634,569","4,632,094","398,109",13.70,"453,157","4,259,841","50,369",10.64,"230,942","2,591,362","1,237",8.91,0,0,0,.,.,.,.,.,"1,318,670","11,483,296","449,715",11.48
2011,FL,Final,"13,388,982","116,341,104","8,575,892",11.51,"9,039,754","91,778,109","1,139,654",9.85,"1,443,924","16,885,585","17,334",8.55,"7,545","85,623",3,8.81,.,.,.,.,"23,880,210","225,090,423","9,732,883",10.61
2011,GA,Final,"6,383,600","57,749,519","4,056,148",11.05,"4,631,318","46,930,110","548,671",9.87,"2,080,072","31,521,020","16,238",6.60,"13,542","170,500",1,7.94,.,.,.,.,"13,108,533","136,371,149","4,621,058",9.61
2011,HI,Final,"1,015,684","2,928,742","417,531",34.68,"1,090,423","3,368,131","60,044",32.37,"1,040,802","3,664,778",699,28.40,0,0,0,.,.,.,.,.,"3,146,909","9,961,653","478,274",31.59
2011,IA,Final,"1,499,147","14,326,772","1,329,901",10.46,"949,312","12,087,901","219,222",7.85,"1,002,834","19,240,205","7,376",5.21,0,0,0,.,.,.,.,.,"3,451,294","45,654,876","1,556,498",7.56
2011,ID,Final,"660,576","8,389,867","667,242",7.87,"382,926","5,969,463","101,424",6.41,"454,720","8,912,398","26,259",5.10,0,0,0,.,.,.,.,.,"1,498,223","23,271,724","794,924",6.44
2011,IL,Final,"5,545,106","47,057,002","5,089,454",11.78,"4,361,215","50,468,038","587,333",8.64,"2,878,996","44,844,112","5,842",6.42,"35,184","516,416",3,6.81,.,.,.,.,"12,820,504","142,885,568","5,682,632",8.97
2011,IN,Final,"3,410,414","33,912,096","2,744,889",10.06,"2,115,536","24,111,252","343,620",8.77,"2,945,751","47,774,083","17,890",6.17,"2,018","20,709",1,9.74,.,.,.,.,"8,473,720","105,818,139","3,106,400",8.01
2011,KS,Final,"1,527,024","14,343,749","1,215,409",10.65,"1,370,350","15,609,276","221,843",8.78,"725,303","10,807,373","23,984",6.71,0,0,0,.,.,.,.,.,"3,622,680","40,760,400","1,461,236",8.89
2011,KY,Final,"2,502,966","27,197,835","1,928,527",9.20,"1,589,301","18,721,081","294,447",8.49,"2,326,179","43,619,422","7,428",5.33,0,0,0,.,.,.,.,.,"6,418,445","89,538,340","2,230,402",7.17
2011,LA,Final,"2,869,880","32,019,040","1,979,175",8.96,"2,050,407","24,280,780","277,004",8.44,"1,710,595","30,058,417","18,089",5.69,905,"10,844",1,8.35,.,.,.,.,"6,631,784","86,369,082","2,274,269",7.68
2011,MA,Final,"3,003,305","20,472,511","2,693,553",14.67,"2,546,765","17,766,602","389,861",14.33,"2,270,383","16,973,506","21,020",13.38,"21,944","357,290",2,6.14,.,.,.,.,"7,842,395","55,569,914","3,104,435",14.11
2011,MD,Final,"3,634,387","27,295,675","2,208,014",13.31,"3,467,869","30,749,607","245,002",11.28,"438,877","5,007,386","8,900",8.76,"49,383","547,044",5,9.03,.,.,.,.,"7,590,511","63,599,711","2,461,920",11.93
2011,ME,Final,"674,079","4,381,538","701,335",15.38,"493,871","4,018,071","88,790",12.29,"267,895","3,015,740","2,822",8.88,0,0,0,.,.,.,.,.,"1,435,843","11,415,345","792,948",12.58
2011,MI,Final,"4,621,168","34,811,336","4,249,132",13.27,"3,988,983","38,612,717","521,317",10.33,"2,315,040","31,624,220","12,962",7.32,451,"5,283",1,8.54,.,.,.,.,"10,925,639","105,053,559","4,783,411",10.40
2011,MN,Final,"2,469,485","22,523,728","2,308,728",10.96,"1,929,923","22,371,108","276,278",8.63,"1,527,528","23,618,724","10,670",6.47,"1,576","19,150",1,8.23,.,.,.,.,"5,928,513","68,532,709","2,595,677",8.65
2011,MO,Final,"3,502,912","35,941,242","2,693,269",9.75,"2,490,868","30,962,081","370,912",8.04,"1,013,187","17,329,649","8,757",5.85,"1,510","21,869",1,6.90,.,.,.,.,"7,008,477","84,254,841","3,072,939",8.32
2011,MS,Final,"1,966,086","19,336,429","1,251,639",10.17,"1,302,167","13,737,925","226,134",9.48,"1,062,289","16,263,204","6,932",6.53,0,0,0,.,.,.,.,.,"4,330,540","49,337,558","1,484,705",8.78
2011,MT,Final,"479,166","4,913,110","469,961",9.75,"445,958","4,892,271","101,509",9.12,"210,062","3,982,700","5,878",5.27,0,0,0,.,.,.,.,.,"1,135,183","13,788,082","577,349",8.23
2011,NC,Final,"5,954,616","58,055,879","4,201,897",10.26,"3,779,923","46,467,228","644,925",8.13,"1,597,234","26,554,616","10,608",6.01,508,"7,213",1,7.04,.,.,.,.,"11,332,280","131,084,933","4,857,431",8.64
2011,ND,Final,"390,774","4,552,229","330,738",8.58,"370,084","4,866,230","60,016",7.61,"269,475","4,318,558","3,639",6.24,0,0,0,.,.,.,.,.,"1,030,331","13,737,015","394,394",7.50
2011,NE,Final,"927,342","9,946,975","805,670",9.32,"729,851","9,139,411","148,919",7.99,"681,021","10,589,701","51,375",6.43,0,0,0,.,.,.,.,.,"2,338,211","29,676,084","1,005,964",7.88
2011,NH,Final,"735,832","4,454,087","599,531",16.52,"628,827","4,478,105","104,610",14.04,"237,521","1,936,412","3,490",12.27,0,0,0,.,.,.,.,.,"1,602,183","10,868,606","707,631",14.74
2011,NJ,Final,"4,772,505","29,398,872","3,457,325",16.23,"5,267,797","39,117,745","481,662",13.47,"918,012","8,033,255","12,714",11.43,"33,143","309,893",6,10.69,.,.,.,.,"10,991,455","76,859,761","3,951,707",14.30
2011,NM,Final,"755,856","6,873,749","856,128",11.00,"840,053","9,257,633","136,677",9.07,"418,869","6,910,283","7,604",6.06,0,0,0,.,.,.,.,.,"2,014,777","23,041,665","1,000,409",8.74
2011,NV,Final,"1,334,069","11,493,280","1,067,943",11.61,"814,443","8,995,162","155,395",9.05,"891,992","13,419,960","3,505",6.65,693,"8,077",1,8.58,.,.,.,.,"3,041,197","33,916,480","1,226,845",8.97
2011,NY,Final,"9,356,965","51,239,599","6,987,631",18.26,"12,079,374","76,405,798","1,035,988",15.81,"1,051,447","13,420,153","8,219",7.83,"400,874","2,981,056",9,13.45,.,.,.,.,"22,888,658","144,046,609","8,031,846",15.89
2011,OH,Final,"6,133,425","53,687,112","4,874,489",11.42,"4,534,850","47,111,764","611,231",9.63,"3,298,277","53,913,437","19,711",6.12,"2,257","33,997",3,6.64,.,.,.,.,"13,968,811","154,746,309","5,505,433",9.03
2011,OK,Final,"2,313,031","24,425,026","1,667,223",9.47,"1,489,889","19,612,921","264,777",7.60,"863,213","15,808,845","18,242",5.46,0,0,0,.,.,.,.,.,"4,666,132","59,846,794","1,950,242",7.80
2011,OR,Final,"1,852,603","19,429,175","1,633,546",9.54,"1,284,342","15,754,249","238,902",8.15,"653,957","11,963,129","23,300",5.47,"1,964","24,890",4,7.89,.,.,.,.,"3,792,865","47,171,445","1,895,753",8.04
2011,PA,Final,"7,265,436","54,795,632","5,249,831",13.26,"4,365,430","43,535,838","684,754",10.03,"3,833,724","49,585,444","25,047",7.73,"75,032","840,324",15,8.93,.,.,.,.,"15,539,618","148,757,238","5,959,646",10.45
2011,RI,Final,"448,529","3,129,446","432,430",14.33,"452,708","3,660,143","57,408",12.37,"103,254","915,858","1,958",11.27,"3,806","26,974",1,14.11,.,.,.,.,"1,008,297","7,732,421","491,798",13.04
2011,SC,Final,"3,404,929","30,801,730","2,101,584",11.05,"2,007,503","21,592,794","340,192",9.30,"1,668,821","28,094,022","4,457",5.94,0,0,0,.,.,.,.,.,"7,081,250","80,488,545","2,446,233",8.80
2011,SD,Final,"434,655","4,646,384","374,259",9.35,"344,870","4,446,865","68,769",7.76,"160,314","2,586,353","2,902",6.20,0,0,0,.,.,.,.,.,"939,841","11,679,599","445,930",8.05
2011,TN,Final,"4,298,019","43,067,861","2,708,120",9.98,"2,980,033","29,025,333","463,990",10.27,"2,070,121","28,638,454","2,016",7.23,203,"1,682",1,12.07,.,.,.,.,"9,348,376","100,733,328","3,174,127",9.28
2011,TX,Final,"16,141,983","145,654,227","9,621,480",11.08,"11,315,394","128,213,690","1,363,625",8.83,"6,368,043","102,128,870","99,031",6.24,"6,889","68,328",2,10.08,.,.,.,.,"33,832,311","376,065,117","11,084,138",9.00
2011,UT,Final,"801,965","8,946,739","946,470",8.96,"775,447","10,544,326","122,363",7.35,"475,870","9,332,991","9,378",5.10,"3,223","34,888",1,9.24,.,.,.,.,"2,056,507","28,858,945","1,078,212",7.13
2011,VA,Final,"4,871,348","45,771,145","3,225,396",10.64,"3,742,885","47,051,425","414,136",7.95,"1,118,027","17,218,006","4,081",6.49,"15,473","187,690",1,8.24,.,.,.,.,"9,747,732","110,228,266","3,643,615",8.84
2011,VT,Final,"345,525","2,124,533","308,993",16.26,"281,100","2,008,546","50,795",14.00,"139,240","1,417,104",221,9.83,0,0,0,.,.,.,.,.,"765,866","5,550,184","360,008",13.80
2011,WA,Final,"3,010,493","36,376,143","2,837,627",8.28,"2,203,291","29,408,905","354,181",7.49,"1,141,672","27,932,788","27,845",4.09,604,"7,083",6,8.53,.,.,.,.,"6,356,062","93,724,917","3,219,659",6.78
2011,WI,Final,"2,884,512","22,149,941","2,601,870",13.02,"2,403,001","23,054,971","340,617",10.42,"1,715,019","23,406,711","4,527",7.33,0,0,0,.,.,.,.,.,"7,002,533","68,611,620","2,947,014",10.21
2011,WV,Final,"1,103,042","11,746,152","868,037",9.39,"632,492","7,767,925","137,964",8.14,"724,245","11,720,436","12,446",6.18,365,"4,239",1,8.61,.,.,.,.,"2,460,139","31,238,753","1,018,447",7.88
2011,WY,Final,"255,263","2,802,726","258,528",9.11,"335,841","4,353,082","59,869",7.72,"555,110","10,261,953","9,067",5.41,0,0,0,.,.,.,.,.,"1,146,211","17,417,762","327,464",6.58
2011,US,Final,"166,713,950","1,422,801,095","126,143,072",11.72,"135,926,715","1,328,057,442","17,637,928",10.24,"67,605,703","991,315,573","727,889",6.82,"802,745","7,672,077",92,10.46,.,.,.,.,"371,049,086","3,749,846,184","144,508,982",9.90
2012,AK,Final,"386,303","2,160,196","275,403",17.88,"429,152","2,875,039","48,790",14.93,"232,324","1,381,177","1,262",16.82,0,0,0,.,.,.,.,.,"1,047,781","6,416,409","325,455",16.33
2012,AL,Final,"3,491,380","30,632,261","2,150,975",11.40,"2,318,145","21,799,181","357,399",10.63,"2,100,935","33,751,106","7,166",6.22,0,0,0,.,.,.,.,.,"7,910,463","86,182,547","2,515,540",9.18
2012,AR,Final,"1,664,697","17,909,302","1,332,153",9.30,"933,567","12,102,047","181,821",7.71,"971,266","16,847,755","33,925",5.76,52,463,2,11.23,.,.,.,.,"3,569,583","46,859,565","1,547,902",7.62
2012,AZ,Final,"3,718,357","32,922,968","2,585,636",11.29,"2,829,550","29,692,255","305,248",9.53,"813,093","12,448,117","7,740",6.53,0,0,0,.,.,.,.,.,"7,361,001","75,063,343","2,898,624",9.81
2012,CA,Final,"13,821,566","90,109,993","13,101,882",15.34,"16,327,164","121,791,536","1,834,778",13.41,"4,925,483","46,951,714","73,804",10.49,"49,095","684,792",12,7.17,.,.,.,.,"35,123,307","259,538,038","15,010,476",13.53
2012,CO,Final,"2,087,890","18,220,367","2,149,635",11.46,"1,878,366","19,997,226","348,749",9.39,"1,070,816","15,415,236","16,015",6.95,"5,082","52,471",1,9.69,.,.,.,.,"5,042,154","53,685,297","2,514,401",9.39
2012,CT,Final,"2,212,594","12,757,634","1,454,650",17.34,"1,901,294","12,976,052","150,435",14.65,"451,910","3,565,943","4,648",12.67,"18,679","192,710",2,9.69,.,.,.,.,"4,584,477","29,492,337","1,609,734",15.54
2012,DC,Final,"245,941","2,002,527","231,550",12.28,"1,047,561","8,713,336","26,547",12.02,"11,918","218,375",1,5.46,"29,239","324,605",1,9.01,.,.,.,.,"1,334,658","11,258,846","258,100",11.85
2012,DE,Final,"614,036","4,521,683","399,998",13.58,"429,797","4,243,030","51,056",10.13,"230,216","2,754,623",854,8.36,0,0,0,.,.,.,.,.,"1,274,050","11,519,331","451,908",11.06
2012,FL,Final,"12,806,821","112,127,057","8,645,205",11.42,"8,894,821","92,037,799","1,160,572",9.66,"1,319,868","16,425,583","17,415",8.04,"7,094","83,894",2,8.46,.,.,.,.,"23,028,603","220,674,333","9,823,194",10.44
2012,GA,Final,"5,996,286","53,660,168","4,071,476",11.17,"4,400,044","45,937,150","547,610",9.58,"1,866,392","31,224,598","17,333",5.98,"12,017","156,956",1,7.66,.,.,.,.,"12,274,741","130,978,872","4,636,420",9.37
2012,HI,Final,"1,022,946","2,739,297","419,611",37.34,"1,129,545","3,238,180","60,109",34.88,"1,128,571","3,661,678",705,30.82,0,0,0,.,.,.,.,.,"3,281,060","9,639,157","480,426",34.04
2012,IA,Final,"1,513,374","13,987,612","1,334,585",10.82,"977,691","12,209,805","221,141",8.01,"1,033,195","19,511,684","7,254",5.30,0,0,0,.,.,.,.,.,"3,524,263","45,709,099","1,562,980",7.71
2012,ID,Final,"707,180","8,159,348","673,366",8.67,"410,328","5,978,116","102,318",6.86,"524,514","9,574,392","26,523",5.48,0,0,0,.,.,.,.,.,"1,642,022","23,711,859","802,207",6.92
2012,IL,Final,"5,335,086","46,901,870","5,098,645",11.37,"4,058,477","50,807,915","590,136",7.99,"2,625,084","45,277,444","6,042",5.80,"33,994","552,777",3,6.15,.,.,.,.,"12,052,639","143,540,005","5,694,826",8.40
2012,IN,Final,"3,469,891","32,963,523","2,755,594",10.53,"2,195,779","24,022,069","344,448",9.14,"3,053,071","48,167,545","18,522",6.34,"1,940","20,290",1,9.56,.,.,.,.,"8,720,678","105,173,423","3,118,565",8.29
2012,KS,Final,"1,551,103","13,796,680","1,217,252",11.24,"1,427,425","15,455,685","223,813",9.24,"782,713","11,041,110","25,016",7.09,0,0,0,.,.,.,.,.,"3,761,241","40,293,476","1,466,080",9.33
2012,KY,Final,"2,460,675","26,096,708","1,924,644",9.43,"1,637,230","18,755,919","298,211",8.73,"2,364,591","44,195,865","7,133",5.35,0,0,0,.,.,.,.,.,"6,462,494","89,048,489","2,229,988",7.26
2012,LA,Final,"2,514,353","30,026,589","1,995,660",8.37,"1,879,856","24,244,735","279,613",7.75,"1,448,981","30,448,836","18,141",4.76,923,"10,586",1,8.72,.,.,.,.,"5,844,116","84,730,744","2,293,414",6.90
2012,MA,Final,"3,029,291","20,313,468","2,699,140",14.91,"2,453,106","17,722,811","389,272",13.84,"2,127,180","16,927,205","21,144",12.57,"17,162","349,839",2,4.91,.,.,.,.,"7,626,739","55,313,323","3,109,558",13.79
2012,MD,Final,"3,424,556","26,678,158","2,212,286",12.84,"3,141,296","30,107,525","246,866",10.43,"364,076","4,499,829","8,941",8.09,"43,787","528,041",5,8.29,.,.,.,.,"6,973,713","61,813,554","2,468,098",11.28
2012,ME,Final,"656,821","4,480,734","703,769",14.66,"467,229","4,053,189","89,047",11.53,"241,624","3,027,135","2,780",7.98,0,0,0,.,.,.,.,.,"1,365,675","11,561,058","795,596",11.81
2012,MI,Final,"4,871,034","34,461,140","4,250,621",14.13,"4,211,356","38,514,266","521,086",10.93,"2,427,141","31,835,905","13,071",7.62,554,"6,880",1,8.05,.,.,.,.,"11,510,089","104,818,192","4,784,780",10.98
2012,MN,Final,"2,504,490","22,059,632","2,317,334",11.35,"1,988,679","22,495,803","278,459",8.84,"1,530,592","23,415,792","11,007",6.54,"1,499","17,311",1,8.66,.,.,.,.,"6,025,262","67,988,535","2,606,801",8.86
2012,MO,Final,"3,491,828","34,336,617","2,699,282",10.17,"2,499,372","30,482,746","373,015",8.20,"1,036,773","17,594,410","8,900",5.89,"1,502","21,590",1,6.96,.,.,.,.,"7,029,474","82,435,360","3,081,197",8.53
2012,MS,Final,"1,846,708","17,992,708","1,256,392",10.26,"1,266,977","13,584,637","227,384",9.33,"1,048,845","16,810,328","7,125",6.24,0,0,0,.,.,.,.,.,"4,162,528","48,387,675","1,490,900",8.60
2012,MT,Final,"481,814","4,778,364","473,032",10.08,"448,886","4,917,509","101,529",9.13,"212,720","4,167,510","7,268",5.10,0,0,0,.,.,.,.,.,"1,143,419","13,863,384","581,829",8.25
2012,NC,Final,"5,962,720","54,671,520","4,230,585",10.91,"4,029,838","46,510,125","652,399",8.66,"1,727,482","26,896,123","10,397",6.42,563,"7,125",1,7.90,.,.,.,.,"11,720,604","128,084,894","4,893,382",9.15
2012,ND,Final,"406,332","4,484,757","342,549",9.06,"409,867","5,108,617","63,156",8.02,"335,698","5,123,582","4,603",6.55,0,0,0,.,.,.,.,.,"1,151,895","14,716,957","410,308",7.83
2012,NE,Final,"972,315","9,680,142","806,519",10.04,"773,868","9,232,890","147,452",8.38,"834,872","11,914,906","54,157",7.01,0,0,0,.,.,.,.,.,"2,581,052","30,827,939","1,008,128",8.37
2012,NH,Final,"713,388","4,439,207","601,696",16.07,"598,370","4,478,420","104,977",13.36,"231,042","1,952,635","3,445",11.83,0,0,0,.,.,.,.,.,"1,542,800","10,870,262","710,119",14.19
2012,NJ,Final,"4,523,771","28,662,958","3,455,303",15.78,"4,898,824","38,340,479","489,942",12.78,"816,325","7,762,331","12,728",10.52,"28,066","287,148",6,9.77,.,.,.,.,"10,266,985","75,052,914","3,957,979",13.68
2012,NM,Final,"769,382","6,763,819","859,281",11.37,"854,646","9,165,533","137,413",9.32,"422,674","7,249,215","8,241",5.83,0,0,0,.,.,.,.,.,"2,046,703","23,178,568","1,004,935",8.83
2012,NV,Final,"1,433,833","12,122,718","1,080,581",11.83,"822,473","9,314,611","155,925",8.83,"890,521","13,734,461","3,748",6.48,683,"8,128",1,8.40,.,.,.,.,"3,147,510","35,179,918","1,240,254",8.95
2012,NY,Final,"8,929,713","50,691,505","7,010,736",17.62,"11,445,525","76,017,964","1,038,262",15.06,"917,700","13,705,331","8,140",6.70,"390,271","2,747,870",6,14.20,.,.,.,.,"21,683,209","143,162,669","8,057,143",15.15
2012,OH,Final,"6,148,488","52,287,770","4,869,300",11.76,"4,428,643","46,755,882","613,253",9.47,"3,328,312","53,379,283","19,600",6.24,"2,368","33,928",2,6.98,.,.,.,.,"13,907,813","152,456,865","5,502,155",9.12
2012,OK,Final,"2,168,291","22,809,680","1,679,294",9.51,"1,461,114","19,961,144","268,013",7.32,"842,884","16,569,802","18,241",5.09,0,0,0,.,.,.,.,.,"4,472,291","59,340,625","1,965,549",7.54
2012,OR,Final,"1,848,670","18,854,658","1,642,442",9.80,"1,313,511","15,803,814","237,780",8.31,"670,721","12,005,578","23,301",5.59,"2,041","24,807",4,8.23,.,.,.,.,"3,834,945","46,688,855","1,903,526",8.21
2012,PA,Final,"6,741,628","52,876,058","5,261,382",12.75,"4,050,397","42,919,769","687,747",9.44,"3,472,257","48,038,857","24,962",7.23,"70,606","875,044",14,8.07,.,.,.,.,"14,334,888","144,709,728","5,974,105",9.91
2012,RI,Final,"449,603","3,121,368","435,448",14.40,"431,951","3,639,866","57,824",11.87,"98,597","923,478","1,927",10.68,"1,955","23,622",1,8.28,.,.,.,.,"982,110","7,708,336","495,200",12.74
2012,SC,Final,"3,338,100","28,366,261","2,113,144",11.77,"2,045,996","21,250,734","342,761",9.63,"1,695,627","28,163,955","4,392",6.02,0,0,0,.,.,.,.,.,"7,079,722","77,780,954","2,460,296",9.10
2012,SD,Final,"448,375","4,453,731","378,628",10.07,"368,925","4,556,607","68,875",8.10,"178,980","2,723,871","2,891",6.57,0,0,0,.,.,.,.,.,"996,281","11,734,210","450,394",8.49
2012,TN,Final,"4,015,594","39,753,632","2,721,098",10.10,"2,901,670","28,150,142","466,511",10.31,"2,015,274","28,475,954","1,956",7.08,199,"1,744",1,11.41,.,.,.,.,"8,932,735","96,381,471","3,189,566",9.27
2012,TX,Final,"15,087,709","137,411,633","9,802,102",10.98,"10,856,843","133,104,995","1,355,149",8.16,"5,265,839","94,517,323","92,375",5.57,"7,394","70,181",2,10.54,.,.,.,.,"31,217,788","365,104,131","11,249,628",8.55
2012,UT,Final,"912,330","9,188,204","966,061",9.93,"870,218","10,802,801","115,875",8.06,"544,855","9,694,191","9,417",5.62,"3,738","38,176",1,9.79,.,.,.,.,"2,331,140","29,723,370","1,091,353",7.84
2012,VA,Final,"4,822,892","43,534,675","3,248,516",11.08,"3,777,881","46,756,659","419,052",8.08,"1,162,772","17,315,739","3,974",6.72,"15,993","187,913",1,8.51,.,.,.,.,"9,779,541","107,794,987","3,671,543",9.07
2012,VT,Final,"356,324","2,095,281","309,019",17.01,"285,450","1,993,893","51,217",14.32,"141,870","1,421,588",221,9.98,0,0,0,.,.,.,.,.,"783,643","5,510,763","360,456",14.22
2012,WA,Final,"3,028,282","35,510,961","2,852,758",8.53,"2,244,297","29,239,603","356,026",7.68,"1,138,881","27,578,904","27,688",4.13,562,"6,972",6,8.06,.,.,.,.,"6,412,022","92,336,440","3,236,479",6.94
2012,WI,Final,"2,905,404","22,026,353","2,609,167",13.19,"2,441,891","23,232,828","341,891",10.51,"1,730,531","23,560,909","4,573",7.34,0,0,0,.,.,.,.,.,"7,077,824","68,820,090","2,955,631",10.28
2012,WV,Final,"1,102,690","11,194,679","865,674",9.85,"653,727","7,762,823","138,688",8.42,"750,337","11,855,566","12,471",6.33,363,"4,172",1,8.70,.,.,.,.,"2,507,115","30,817,240","1,016,834",8.14
2012,WY,Final,"267,507","2,716,530","261,191",9.85,"349,823","4,245,451","59,267",8.24,"603,310","10,009,376","9,163",6.03,0,0,0,.,.,.,.,.,"1,220,641","16,971,354","329,621",7.19
2012,US,Final,"163,280,362","1,374,514,704","126,832,252",11.88,"133,898,441","1,327,101,211","17,728,903",10.09,"65,761,253","985,713,853","732,344",6.67,"747,421","7,320,035",83,10.21,.,.,.,.,"363,687,487","3,694,649,791","145,293,583",9.84
2013,AK,Final,"381,181","2,103,966","277,270",18.12,"440,007","2,824,199","49,177",15.58,"212,159","1,340,047","1,313",15.83,0,0,0,.,.,.,.,.,"1,033,347","6,268,212","327,760",16.49
2013,AL,Final,"3,532,584","31,378,659","2,158,895",11.26,"2,376,592","22,603,229","358,712",10.51,"2,014,487","33,870,219","7,026",5.95,0,0,0,.,.,.,.,.,"7,923,662","87,852,107","2,524,633",9.02
2013,AR,Final,"1,746,489","18,219,287","1,339,679",9.59,"957,321","11,897,953","182,940",8.05,"999,852","16,565,377","34,699",6.04,48,417,2,11.58,.,.,.,.,"3,703,711","46,683,034","1,557,321",7.93
2013,AZ,Final,"3,877,986","33,103,602","2,630,594",11.71,"2,957,978","30,039,018","308,857",9.85,"833,358","12,519,417","7,618",6.66,0,0,0,.,.,.,.,.,"7,669,322","75,662,037","2,947,070",10.14
2013,CA,Final,"14,481,054","89,241,934","13,256,422",16.23,"16,597,851","116,857,853","1,691,626",14.20,"6,222,066","54,396,999","159,482",11.44,"71,337","835,673",13,8.54,.,.,.,.,"37,372,308","261,332,459","15,107,543",14.30
2013,CO,Final,"2,210,316","18,528,908","2,169,365",11.93,"1,982,037","20,098,218","358,797",9.86,"1,082,995","14,752,859","16,171",7.34,"6,507","61,664",1,10.55,.,.,.,.,"5,281,854","53,441,649","2,544,333",9.88
2013,CT,Final,"2,305,821","13,135,451","1,454,963",17.55,"1,903,714","13,009,103","150,419",14.63,"439,987","3,490,140","4,569",12.61,"19,563","189,822",2,10.31,.,.,.,.,"4,669,084","29,824,516","1,609,953",15.66
2013,DC,Final,"255,575","2,033,618","235,322",12.57,"1,014,908","8,499,143","26,530",11.94,"12,590","227,385",1,5.54,"30,970","325,373",1,9.52,.,.,.,.,"1,314,044","11,085,519","261,854",11.85
2013,DE,Final,"591,965","4,570,013","403,519",12.95,"423,911","4,157,793","51,674",10.20,"220,967","2,620,050",847,8.43,0,0,0,.,.,.,.,.,"1,236,843","11,347,856","456,040",10.90
