,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
1996,KS,Final,"838,552","10,672,345",.,7.86,"733,477","11,004,915",.,6.66,"433,985","9,230,522",.,4.70,.,.,.,.,"34,824","382,840",.,9.10,"2,040,838","31,290,622",.,6.52
1996,KY,Final,"1,185,006","21,353,214",.,5.55,"552,847","10,658,512",.,5.19,"1,222,333","41,929,527",.,2.92,.,.,.,.,"143,319","3,077,483",.,4.66,"3,103,505","77,018,736",.,4.03
1996,LA,Final,"1,835,617","24,310,803",.,7.55,"1,133,588","15,919,843",.,7.12,"1,405,372","32,544,270",.,4.32,.,.,.,.,"194,047","2,494,181",.,7.78,"4,568,624","75,269,097",.,6.07
1996,MA,Final,"1,828,592","16,255,780",.,11.25,"2,021,905","20,345,618",.,9.94,"850,425","10,085,169",.,8.43,.,.,.,.,"88,250","607,207",.,14.53,"4,789,172","47,293,774",.,10.13
1996,MD,Final,"1,898,474","22,985,772",.,8.26,"1,580,253","23,126,094",.,6.83,"419,404","10,098,447",.,4.15,.,.,.,.,"68,003","787,207",.,8.64,"3,966,134","56,997,520",.,6.96
1996,ME,Final,"462,930","3,679,189",.,12.58,"332,502","3,211,822",.,10.35,"298,640","4,771,699",.,6.26,.,.,.,.,"14,672","63,721",.,23.03,"1,108,744","11,726,431",.,9.46
1996,MI,Final,"2,448,300","28,901,474",.,8.47,"2,543,091","32,037,663",.,7.94,"1,750,986","34,499,412",.,5.08,.,.,.,.,"93,570","863,017",.,10.84,"6,835,947","96,301,566",.,7.10
1996,MN,Final,"1,223,071","17,157,125",.,7.13,"621,100","10,114,969",.,6.14,"1,148,477","26,934,450",.,4.26,.,.,.,.,"53,359","735,154",.,7.26,"3,046,007","54,941,698",.,5.54
1996,MO,Final,"1,872,811","26,447,604",.,7.08,"1,359,625","22,522,443",.,6.04,"662,101","14,914,971",.,4.44,.,.,.,.,"67,358","958,226",.,7.03,"3,961,895","64,843,244",.,6.11
1996,MS,Final,"1,054,159","14,964,599",.,7.04,"560,770","7,913,000",.,7.09,"707,230","16,042,796",.,4.41,.,.,.,.,"60,912","701,979",.,8.68,"2,383,071","39,622,374",.,6.01
1996,MT,Final,"243,340","3,910,515",.,6.22,"181,897","3,298,600",.,5.51,"207,819","6,305,683",.,3.30,.,.,.,.,"19,553","304,756",.,6.42,"652,609","13,819,554",.,4.72
1996,NC,Final,"3,348,299","41,591,844",.,8.05,"1,959,080","30,662,154",.,6.39,"1,633,758","34,141,751",.,4.79,.,.,.,.,"133,418","1,900,647",.,7.02,"7,074,555","108,296,396",.,6.53
1996,ND,Final,"223,030","3,601,630",.,6.19,"144,339","2,377,747",.,6.07,"81,427","1,835,276",.,4.44,.,.,.,.,"20,703","499,507",.,4.14,"469,499","8,314,160",.,5.65
1996,NE,Final,"486,975","7,740,904",.,6.29,"344,612","6,271,903",.,5.49,"227,705","6,193,275",.,3.68,.,.,.,.,"83,789","1,291,380",.,6.49,"1,143,081","21,497,462",.,5.32
1996,NH,Final,"460,869","3,429,126",.,13.44,"367,177","3,245,865",.,11.31,"214,280","2,343,740",.,9.14,.,.,.,.,"16,945","127,058",.,13.34,"1,059,272","9,145,790",.,11.58
1996,NJ,Final,"2,713,990","22,632,227",.,11.99,"3,111,470","30,152,285",.,10.32,"1,109,073","13,602,503",.,8.15,.,.,.,.,"91,877","502,417",.,18.29,"7,026,410","66,889,432",.,10.50
1996,NM,Final,"386,372","4,328,452",.,8.93,"420,066","5,295,854",.,7.93,"257,586","5,920,824",.,4.35,.,.,.,.,"96,569","1,628,264",.,5.93,"1,160,593","17,173,394",.,6.76
1996,NV,Final,"519,274","7,526,332",.,6.90,"340,491","5,150,392",.,6.61,"444,850","9,074,623",.,4.90,.,.,.,.,"37,496","822,682",.,4.56,"1,342,111","22,574,029",.,5.95
1996,NY,Final,"5,654,400","40,284,543",.,14.04,"6,389,812","52,915,304",.,12.08,"1,459,357","25,947,477",.,5.62,.,.,.,.,"1,129,921","12,379,862",.,9.13,"14,633,490","131,527,186",.,11.13
1996,OH,Final,"3,831,179","44,573,250",.,8.60,"2,777,827","36,034,487",.,7.71,"3,086,449","73,394,154",.,4.21,.,.,.,.,"287,775","4,585,446",.,6.28,"9,983,230","158,587,337",.,6.30
1996,OK,Final,"1,160,218","17,302,792",.,6.71,"670,159","11,552,577",.,5.80,"459,081","12,160,195",.,3.78,.,.,.,.,"115,524","2,275,740",.,5.08,"2,404,982","43,291,304",.,5.56
1996,OR,Final,"984,323","17,284,647",.,5.69,"688,951","13,387,964",.,5.15,"595,259","17,028,787",.,3.50,.,.,.,.,"40,659","708,113",.,5.74,"2,309,191","48,409,510",.,4.77
1996,PA,Final,"4,247,795","43,644,620",.,9.73,"2,952,314","35,396,258",.,8.34,"2,799,680","47,207,540",.,5.93,.,.,.,.,"155,209","1,374,608",.,11.29,"10,154,998","127,623,026",.,7.96
1996,RI,Final,"292,849","2,480,610",.,11.81,"264,501","2,607,368",.,10.14,"115,004","1,350,837",.,8.51,.,.,.,.,"19,548","165,380",.,11.82,"691,902","6,604,195",.,10.48
1996,SC,Final,"1,688,343","22,513,555",.,7.50,"927,660","14,544,887",.,6.38,"1,134,724","29,184,592",.,3.89,.,.,.,.,"50,870","843,181",.,6.03,"3,801,597","67,086,215",.,5.67
1996,SD,Final,"239,969","3,426,184",.,7.00,"143,082","2,179,182",.,6.57,"79,453","1,784,752",.,4.45,.,.,.,.,"15,867","346,042",.,4.59,"478,371","7,736,160",.,6.18
1996,TN,Final,"2,078,305","35,333,275",.,5.88,"368,649","5,548,083",.,6.64,"2,067,420","45,781,286",.,4.52,.,.,.,.,"79,337","996,370",.,7.96,"4,593,711","87,659,014",.,5.24
1996,TX,Final,"7,739,871","99,656,148",.,7.77,"4,756,417","70,865,538",.,6.71,"3,841,764","95,308,450",.,4.03,.,.,.,.,"812,652","12,619,444",.,6.44,"17,150,704","278,449,580",.,6.16
1996,UT,Final,"381,362","5,481,282",.,6.96,"348,782","5,911,250",.,5.90,"283,251","7,659,817",.,3.70,.,.,.,.,"35,862","805,717",.,4.45,"1,049,257","19,858,066",.,5.28
1996,VA,Final,"2,632,867","34,650,534",.,7.60,"1,450,684","24,564,933",.,5.91,"758,728","19,020,735",.,3.99,.,.,.,.,"491,910","9,359,443",.,5.26,"5,334,189","87,595,645",.,6.09
1996,VT,Final,"220,573","2,006,213",.,10.99,"167,240","1,648,630",.,10.14,"116,546","1,537,131",.,7.58,.,.,.,.,"6,161","47,520",.,12.97,"510,520","5,239,494",.,9.74
1996,WA,Final,"1,611,706","32,012,445",.,5.03,"1,047,629","21,451,060",.,4.88,"909,534","31,247,489",.,2.91,.,.,.,.,"142,413","3,713,112",.,3.84,"3,711,284","88,424,106",.,4.20
1996,WI,Final,"1,284,813","18,684,890",.,6.88,"875,850","15,433,148",.,5.68,"872,552","23,870,906",.,3.66,.,.,.,.,"51,226","754,682",.,6.79,"3,084,441","58,743,626",.,5.25
1996,WV,Final,"591,590","9,276,527",.,6.38,"339,043","5,936,376",.,5.71,"422,723","10,820,338",.,3.91,.,.,.,.,"8,667","93,536",.,9.27,"1,362,023","26,126,777",.,5.21
1996,WY,Final,"123,877","2,022,029",.,6.13,"123,259","2,424,520",.,5.08,"237,479","6,890,807",.,3.45,.,.,.,.,"9,944","137,714",.,7.22,"494,559","11,475,070",.,4.31
1996,US,Final,"90,502,943","1,082,511,748",.,8.36,"67,828,214","887,445,169",.,7.64,"47,536,078","1,033,631,390",.,4.60,.,.,.,.,"6,741,348","97,538,725",.,6.91,"212,608,584","3,101,127,032",.,6.86
1997,AK,Final,"197,456","1,725,835",.,11.44,"207,316","2,180,633",.,9.51,"56,545","755,724",.,7.48,.,.,.,.,"26,302","178,340",.,14.75,"487,619","4,840,532",.,10.07
1997,AL,Final,"1,678,848","24,893,127",.,6.74,"1,040,400","16,397,195",.,6.34,"1,209,021","32,617,252",.,3.71,.,.,.,.,"41,801","646,293",.,6.47,"3,970,070","74,553,867",.,5.33
1997,AR,Final,"1,013,123","12,989,655",.,7.80,"515,192","7,597,336",.,6.78,"695,214","15,632,217",.,4.45,.,.,.,.,"42,174","638,321",.,6.61,"2,265,703","36,857,529",.,6.15
1997,AZ,Final,"1,824,014","20,682,569",.,8.82,"1,393,540","17,788,391",.,7.83,"669,314","13,253,008",.,5.05,.,.,.,.,"132,340","2,731,871",.,4.84,"4,019,208","54,455,839",.,7.38
1997,CA,Final,"8,405,392","73,086,272",.,11.50,"8,343,146","83,573,964",.,9.98,"4,311,653","62,016,548",.,6.95,.,.,.,.,"690,468","9,203,339",.,7.50,"21,750,656","227,880,126",.,9.54
1997,CO,Final,"909,555","12,260,909",.,7.42,"841,738","14,600,178",.,5.77,"440,788","10,297,367",.,4.28,.,.,.,.,"72,877","910,777",.,8.00,"2,264,958","38,069,231",.,5.95
1997,CT,Final,"1,317,518","10,858,915",.,12.13,"1,159,308","11,278,273",.,10.28,"459,262","5,919,170",.,7.76,.,.,.,.,"54,548","375,740",.,14.52,"2,990,636","28,432,098",.,10.52
1997,DC,Final,"122,282","1,553,682",.,7.87,"588,782","7,924,524",.,7.43,"11,609","262,378",.,4.42,.,.,.,.,"23,941","366,197",.,6.54,"746,614","10,106,781",.,7.39
1997,DE,Final,"300,410","3,257,280",.,9.22,"220,597","3,068,182",.,7.19,"180,395","3,741,116",.,4.82,.,.,.,.,"6,953","55,852",.,12.45,"708,357","10,122,430",.,7.00
1997,FL,Final,"7,097,262","87,845,338",.,8.08,"4,190,543","63,337,075",.,6.62,"919,988","18,265,806",.,5.04,.,.,.,.,"380,317","5,592,800",.,6.80,"12,588,110","175,041,019",.,7.19
1997,GA,Final,"2,851,716","36,830,704",.,7.74,"2,147,279","30,199,717",.,7.11,"1,402,076","33,957,320",.,4.13,.,.,.,.,"114,191","1,262,174",.,9.05,"6,515,262","102,249,915",.,6.37
1997,HI,Final,"394,851","2,668,050",.,14.80,"368,824","2,781,653",.,13.26,"397,998","3,856,456",.,10.32,.,.,.,.,"7,516","56,940",.,13.20,"1,169,189","9,363,099",.,12.49
1997,IA,Final,"958,105","11,673,482",.,8.21,"502,269","7,593,666",.,6.61,"614,211","15,530,878",.,3.95,.,.,.,.,"82,176","1,349,956",.,6.09,"2,156,761","36,147,982",.,5.97
1997,ID,Final,"341,283","6,627,929",.,5.15,"248,823","5,969,037",.,4.17,"268,691","9,480,949",.,2.83,.,.,.,.,"14,784","315,917",.,4.68,"873,579","22,393,831",.,3.90
1997,IL,Final,"3,887,863","37,264,210",.,10.43,"3,025,003","38,160,530",.,7.93,"2,263,580","42,836,986",.,5.28,.,.,.,.,"594,675","8,691,594",.,6.84,"9,771,120","126,953,317",.,7.70
1997,IN,Final,"1,843,647","26,550,477",.,6.94,"1,117,621","18,513,775",.,6.04,"1,701,212","43,549,836",.,3.91,.,.,.,.,"50,287","532,525",.,9.44,"4,712,767","89,146,613",.,5.29
1997,KS,Final,"837,271","10,862,128",.,7.71,"738,643","11,424,470",.,6.47,"422,656","9,364,947",.,4.51,.,.,.,.,"36,945","618,465",.,5.97,"2,035,515","32,270,010",.,6.31
1997,KY,Final,"1,172,124","20,998,187",.,5.58,"644,357","12,169,201",.,5.29,"1,138,069","40,599,517",.,2.80,.,.,.,.,"142,515","3,068,608",.,4.64,"3,097,065","76,835,513",.,4.03
1997,LA,Final,"1,811,325","24,501,648",.,7.39,"1,133,516","16,222,310",.,6.99,"1,426,320","32,492,665",.,4.39,.,.,.,.,"173,005","2,669,044",.,6.48,"4,544,166","75,885,667",.,5.99
1997,MA,Final,"1,886,625","16,278,237",.,11.59,"2,144,520","20,833,677",.,10.29,"881,571","10,148,283",.,8.69,.,.,.,.,"90,073","621,658",.,14.49,"5,002,787","47,881,855",.,10.45
1997,MD,Final,"1,826,736","21,936,662",.,8.33,"1,606,841","23,418,552",.,6.86,"426,038","10,127,852",.,4.21,.,.,.,.,"68,758","781,420",.,8.80,"3,928,373","56,264,486",.,6.98
1997,ME,Final,"466,371","3,658,972",.,12.75,"340,680","3,279,439",.,10.39,"315,089","4,957,062",.,6.36,.,.,.,.,"14,743","63,464",.,23.23,"1,136,883","11,958,937",.,9.51
1997,MI,Final,"2,461,916","28,726,278",.,8.57,"2,539,696","32,410,931",.,7.84,"1,760,605","35,429,625",.,4.97,.,.,.,.,"89,654","823,827",.,10.88,"6,851,871","97,390,661",.,7.04
1997,MN,Final,"1,234,991","17,073,457",.,7.23,"631,658","10,137,363",.,6.23,"1,200,868","27,713,011",.,4.33,.,.,.,.,"53,465","750,459",.,7.12,"3,120,982","55,674,290",.,5.61
1997,MO,Final,"1,884,990","26,595,251",.,7.09,"1,372,665","22,863,752",.,6.00,"680,747","15,267,140",.,4.46,.,.,.,.,"66,661","985,188",.,6.77,"4,005,065","65,711,331",.,6.09
1997,MS,Final,"1,040,394","14,817,360",.,7.02,"666,164","9,954,829",.,6.69,"602,759","14,622,087",.,4.12,.,.,.,.,"59,792","694,452",.,8.61,"2,369,109","40,088,728",.,5.91
1997,MT,Final,"243,553","3,803,973",.,6.40,"190,855","3,292,925",.,5.80,"165,874","4,536,675",.,3.66,.,.,.,.,"18,960","283,919",.,6.68,"619,242","11,917,492",.,5.20
1997,NC,Final,"3,262,700","40,611,106",.,8.03,"2,018,397","31,388,363",.,6.43,"1,654,506","35,095,124",.,4.71,.,.,.,.,"132,613","1,955,431",.,6.78,"7,068,216","109,050,024",.,6.48
1997,ND,Final,"215,605","3,436,886",.,6.27,"141,481","2,299,842",.,6.15,"90,899","2,076,354",.,4.38,.,.,.,.,"20,041","469,354",.,4.27,"468,026","8,282,436",.,5.65
1997,NE,Final,"509,950","7,988,644",.,6.38,"354,898","6,500,197",.,5.46,"237,712","6,579,571",.,3.61,.,.,.,.,"93,766","1,513,928",.,6.19,"1,196,326","22,582,340",.,5.30
1997,NH,Final,"462,137","3,388,586",.,13.64,"371,059","3,280,151",.,11.31,"213,310","2,371,725",.,8.99,.,.,.,.,"17,812","126,708",.,14.06,"1,064,317","9,167,168",.,11.61
1997,NJ,Final,"2,693,102","22,286,447",.,12.08,"3,079,385","29,752,874",.,10.35,"1,084,249","13,369,139",.,8.11,.,.,.,.,"92,936","506,574",.,18.35,"6,949,672","65,915,034",.,10.54
1997,NM,Final,"401,722","4,501,975",.,8.92,"430,683","5,440,429",.,7.92,"273,248","6,186,941",.,4.42,.,.,.,.,"86,306","1,398,602",.,6.17,"1,191,959","17,527,947",.,6.80
1997,NV,Final,"527,935","7,801,402",.,6.77,"344,215","5,453,694",.,6.31,"449,694","10,034,364",.,4.48,.,.,.,.,"35,612","929,637",.,3.83,"1,357,456","24,219,097",.,5.60
1997,NY,Final,"5,656,471","40,059,254",.,14.12,"6,577,453","54,230,716",.,12.13,"1,314,146","25,284,881",.,5.20,.,.,.,.,"1,134,335","12,369,076",.,9.17,"14,682,403","131,943,926",.,11.13
1997,OH,Final,"3,764,613","43,634,915",.,8.63,"2,788,990","36,373,150",.,7.67,"3,075,573","73,888,460",.,4.16,.,.,.,.,"282,134","4,611,569",.,6.12,"9,911,310","158,508,094",.,6.25
1997,OK,Final,"1,151,872","17,375,599",.,6.63,"673,038","11,754,259",.,5.73,"464,983","12,801,827",.,3.63,.,.,.,.,"119,971","2,521,167",.,4.76,"2,409,864","44,452,852",.,5.42
1997,OR,Final,"956,224","17,184,524",.,5.56,"697,960","14,047,427",.,4.97,"557,124","16,879,914",.,3.30,.,.,.,.,"28,356","440,428",.,6.44,"2,239,665","48,552,291",.,4.61
1997,PA,Final,"4,232,598","42,784,957",.,9.89,"3,020,766","35,925,184",.,8.41,"2,827,185","48,062,591",.,5.88,.,.,.,.,"152,701","1,303,682",.,11.71,"10,233,246","128,076,413",.,7.99
1997,RI,Final,"301,306","2,486,430",.,12.12,"279,304","2,697,347",.,10.35,"117,941","1,386,357",.,8.51,.,.,.,.,"21,527","174,372",.,12.35,"720,076","6,744,507",.,10.68
1997,SC,Final,"1,622,819","21,611,335",.,7.51,"936,873","14,805,904",.,6.33,"1,160,460","31,277,693",.,3.71,.,.,.,.,"50,746","839,510",.,6.04,"3,770,898","68,534,442",.,5.50
1997,SD,Final,"239,115","3,376,341",.,7.08,"146,363","2,206,529",.,6.63,"81,414","1,840,766",.,4.42,.,.,.,.,"16,485","348,914",.,4.72,"483,377","7,772,550",.,6.22
1997,TN,Final,"2,010,822","33,366,967",.,6.03,"1,461,912","24,745,254",.,5.91,"1,055,915","27,710,270",.,3.81,.,.,.,.,"86,218","1,094,576",.,7.88,"4,614,867","86,917,067",.,5.31
1997,TX,Final,"7,904,555","101,094,027",.,7.82,"4,852,370","72,042,447",.,6.74,"4,070,966","100,428,660",.,4.05,.,.,.,.,"848,004","13,138,374",.,6.45,"17,675,895","286,703,508",.,6.17
1997,UT,Final,"389,887","5,660,705",.,6.89,"370,008","6,469,491",.,5.72,"259,089","7,429,910",.,3.49,.,.,.,.,"35,394","815,419",.,4.34,"1,054,378","20,375,525",.,5.17
1997,VA,Final,"2,628,142","33,923,495",.,7.75,"1,486,606","24,905,200",.,5.97,"770,461","19,249,298",.,4.00,.,.,.,.,"480,533","9,342,349",.,5.14,"5,365,742","87,420,342",.,6.14
1997,VT,Final,"228,142","1,992,280",.,11.45,"172,989","1,674,921",.,10.33,"116,157","1,560,517",.,7.44,.,.,.,.,"8,067","84,428",.,9.55,"525,355","5,312,146",.,9.89
1997,WA,Final,"1,572,222","31,749,220",.,4.95,"1,035,890","21,600,223",.,4.80,"928,988","33,956,082",.,2.74,.,.,.,.,"147,219","3,626,583",.,4.06,"3,684,320","90,932,108",.,4.05
1997,WI,Final,"1,272,626","18,510,446",.,6.88,"880,612","15,729,539",.,5.60,"932,948","25,103,437",.,3.72,.,.,.,.,"50,850","750,581",.,6.77,"3,137,036","60,094,003",.,5.22
1997,WV,Final,"564,834","9,026,670",.,6.26,"329,383","5,944,200",.,5.54,"414,814","11,180,300",.,3.71,.,.,.,.,"8,370","96,054",.,8.71,"1,317,401","26,247,224",.,5.02
1997,WY,Final,"124,929","2,007,299",.,6.22,"126,196","2,393,862",.,5.27,"249,549","7,210,827",.,3.46,.,.,.,.,"10,182","174,219",.,5.84,"510,856","11,786,207",.,4.33
1997,US,Final,"90,703,949","1,075,880,097",.,8.43,"70,496,807","928,632,781",.,7.59,"47,023,484","1,038,196,883",.,4.53,.,.,.,.,"7,110,099","102,900,675",.,6.91,"215,334,328","3,145,610,430",.,6.85
1998,AK,Final,"203,283","1,767,993",.,11.50,"218,593","2,306,729",.,9.48,"58,623","818,183",.,7.17,.,.,.,.,"27,595","201,682",.,13.68,"508,094","5,094,587",.,9.97
1998,AL,Final,"1,896,784","27,327,100",.,6.94,"1,154,988","17,662,316",.,6.54,"1,305,705","33,539,417",.,3.89,.,.,.,.,"46,769","644,200",.,7.26,"4,404,246","79,173,033",.,5.56
1998,AR,Final,"1,076,407","14,339,396",.,7.51,"484,094","8,204,704",.,5.90,"668,881","16,065,971",.,4.16,.,.,.,.,"42,150","705,122",.,5.98,"2,271,532","39,315,193",.,5.78
1998,AZ,Final,"1,874,879","21,610,889",.,8.68,"1,430,423","18,439,797",.,7.76,"643,095","12,548,978",.,5.12,.,.,.,.,"143,532","3,243,615",.,4.43,"4,091,929","55,843,279",.,7.33
1998,CA,Final,"7,964,061","75,205,481",.,10.59,"8,782,229","92,517,180",.,9.49,"4,000,571","61,640,698",.,6.49,.,.,.,.,"357,861","7,070,610",.,5.06,"21,104,722","236,433,971",.,8.93
1998,CO,Final,"942,448","12,651,634",.,7.45,"904,219","15,959,287",.,5.67,"433,491","9,998,404",.,4.34,.,.,.,.,"76,446","965,111",.,7.92,"2,356,604","39,574,436",.,5.95
1998,CT,Final,"1,306,294","10,934,820",.,11.95,"1,169,196","11,683,481",.,10.01,"449,391","5,837,522",.,7.70,.,.,.,.,"58,277","500,322",.,11.65,"2,983,158","28,956,145",.,10.30
1998,DC,Final,"127,689","1,595,611",.,8.00,"597,966","8,051,297",.,7.43,"11,480","261,869",.,4.38,.,.,.,.,"24,405","372,290",.,6.56,"761,540","10,281,067",.,7.41
1998,DE,Final,"304,849","3,338,949",.,9.13,"228,111","3,226,801",.,7.07,"175,749","3,779,148",.,4.65,.,.,.,.,"6,970","52,926",.,13.17,"715,679","10,397,824",.,6.88
1998,FL,Final,"7,557,067","95,768,183",.,7.89,"4,297,770","67,346,459",.,6.38,"887,094","18,448,022",.,4.81,.,.,.,.,"384,715","5,791,930",.,6.64,"13,126,646","187,354,594",.,7.01
1998,GA,Final,"3,185,225","41,519,255",.,7.67,"2,296,619","32,766,467",.,7.01,"1,483,140","35,076,513",.,4.23,.,.,.,.,"122,124","1,358,089",.,8.99,"7,087,108","110,720,324",.,6.40
1998,HI,Final,"364,931","2,640,641",.,13.82,"341,787","2,776,069",.,12.31,"356,513","3,787,397",.,9.41,.,.,.,.,"6,994","56,962",.,12.28,"1,070,225","9,261,069",.,11.56
1998,IA,Final,"993,455","11,855,409",.,8.38,"535,756","8,033,777",.,6.67,"641,458","16,078,666",.,3.99,.,.,.,.,"83,913","1,350,442",.,6.21,"2,254,582","37,318,294",.,6.04
1998,ID,Final,"348,914","6,610,196",.,5.28,"260,714","6,005,015",.,4.34,"268,694","9,193,309",.,2.92,.,.,.,.,"12,314","268,433",.,4.59,"890,635","22,076,953",.,4.03
1998,IL,Final,"3,910,212","39,707,058",.,9.85,"3,093,173","39,792,448",.,7.77,"2,214,524","43,377,165",.,5.11,.,.,.,.,"599,535","8,820,422",.,6.80,"9,817,445","131,697,092",.,7.45
1998,IN,Final,"1,916,150","27,334,288",.,7.01,"1,176,945","19,367,618",.,6.08,"1,770,453","44,848,352",.,3.95,.,.,.,.,"50,013","508,565",.,9.83,"4,913,561","92,058,823",.,5.34
1998,KS,Final,"905,475","11,831,973",.,7.65,"765,979","12,073,059",.,6.34,"435,489","9,761,952",.,4.46,.,.,.,.,"37,676","473,193",.,7.96,"2,144,619","34,140,177",.,6.28
1998,KY,Final,"1,215,926","21,669,406",.,5.61,"674,870","12,728,799",.,5.30,"1,115,024","38,259,677",.,2.91,.,.,.,.,"149,023","3,192,428",.,4.67,"3,154,843","75,850,310",.,4.16
1998,LA,Final,"1,888,785","26,708,912",.,7.07,"1,132,353","17,274,245",.,6.56,"1,287,517","30,999,299",.,4.15,.,.,.,.,"180,927","2,733,636",.,6.62,"4,489,582","77,716,092",.,5.78
1998,MA,Final,"1,736,823","16,387,951",.,10.60,"2,003,097","21,422,372",.,9.35,"835,394","10,211,977",.,8.18,.,.,.,.,"83,926","584,843",.,14.35,"4,659,240","48,607,143",.,9.59
1998,MD,Final,"1,890,066","22,406,855",.,8.44,"1,655,858","24,284,167",.,6.82,"428,671","10,343,675",.,4.14,.,.,.,.,"70,429","798,935",.,8.82,"4,045,024","57,833,638",.,6.99
1998,ME,Final,"467,256","3,589,077",.,13.02,"343,347","3,324,367",.,10.33,"305,625","4,622,052",.,6.61,.,.,.,.,"14,937","63,197",.,23.64,"1,131,165","11,598,693",.,9.75
1998,MI,Final,"2,584,190","29,807,977",.,8.67,"2,641,975","33,839,514",.,7.81,"1,809,150","35,983,417",.,5.03,.,.,.,.,"93,997","875,287",.,10.74,"7,129,312","100,506,195",.,7.09
1998,MN,Final,"1,272,958","17,378,235",.,7.33,"655,861","10,435,904",.,6.28,"1,256,621","28,213,512",.,4.45,.,.,.,.,"53,609","716,398",.,7.48,"3,239,049","56,744,049",.,5.71
1998,MO,Final,"2,001,368","28,264,507",.,7.08,"1,432,010","23,920,442",.,5.99,"699,276","15,800,878",.,4.43,.,.,.,.,"64,022","1,024,107",.,6.25,"4,196,673","69,009,934",.,6.08
1998,MS,Final,"1,151,597","16,392,305",.,7.03,"713,213","10,781,116",.,6.62,"615,521","14,598,567",.,4.22,.,.,.,.,"62,411","738,251",.,8.45,"2,542,742","42,510,239",.,5.98
1998,MT,Final,"241,909","3,722,471",.,6.50,"194,598","3,313,180",.,5.87,"221,053","6,773,786",.,3.26,.,.,.,.,"20,354","335,392",.,6.07,"677,916","14,144,829",.,4.79
1998,NC,Final,"3,434,238","42,890,313",.,8.01,"2,137,094","33,637,196",.,6.35,"1,619,572","34,985,930",.,4.63,.,.,.,.,"141,522","2,082,865",.,6.79,"7,332,426","113,596,304",.,6.45
1998,ND,Final,"212,254","3,272,101",.,6.49,"143,037","2,305,227",.,6.20,"94,115","2,187,097",.,4.30,.,.,.,.,"19,453","455,959",.,4.27,"468,859","8,220,384",.,5.70
1998,NE,Final,"526,826","8,160,193",.,6.46,"359,199","6,594,283",.,5.45,"248,764","6,915,664",.,3.60,.,.,.,.,"92,478","1,474,754",.,6.27,"1,227,267","23,144,894",.,5.30
1998,NH,Final,"472,566","3,400,757",.,13.90,"389,227","3,350,640",.,11.62,"228,036","2,424,867",.,9.40,.,.,.,.,"17,470","126,919",.,13.76,"1,107,297","9,303,182",.,11.90
1998,NJ,Final,"2,642,038","23,190,705",.,11.39,"3,140,762","31,127,231",.,10.09,"1,058,843","13,339,167",.,7.94,.,.,.,.,"90,371","504,406",.,17.92,"6,932,014","68,161,509",.,10.17
1998,NM,Final,"410,737","4,641,932",.,8.85,"444,792","5,703,424",.,7.80,"276,804","6,185,577",.,4.47,.,.,.,.,"100,419","1,642,188",.,6.11,"1,232,752","18,173,121",.,6.78
1998,NV,Final,"558,187","7,974,769",.,7.00,"367,664","5,655,039",.,6.50,"480,461","10,518,385",.,4.57,.,.,.,.,"35,692","888,882",.,4.02,"1,442,004","25,037,075",.,5.76
1998,NY,Final,"5,523,189","40,563,198",.,13.62,"6,375,632","55,744,980",.,11.44,"1,247,142","25,217,943",.,4.95,.,.,.,.,"1,121,204","12,669,403",.,8.85,"14,267,168","134,195,524",.,10.63
1998,OH,Final,"3,874,682","44,516,173",.,8.70,"2,949,523","38,471,812",.,7.67,"3,142,188","72,998,335",.,4.30,.,.,.,.,"231,232","3,806,856",.,6.07,"10,197,625","159,793,176",.,6.38
1998,OK,Final,"1,281,559","19,510,723",.,6.57,"704,634","12,458,948",.,5.66,"481,100","13,174,692",.,3.65,.,.,.,.,"134,398","2,752,210",.,4.88,"2,601,691","47,896,573",.,5.43
1998,OR,Final,"1,021,677","17,528,597",.,5.83,"721,887","14,324,215",.,5.04,"527,556","14,640,064",.,3.60,.,.,.,.,"27,599","413,783",.,6.67,"2,298,719","46,906,662",.,4.90
1998,PA,Final,"4,234,997","42,922,598",.,9.87,"3,067,686","37,246,067",.,8.24,"2,735,274","48,814,717",.,5.60,.,.,.,.,"152,296","1,223,026",.,12.45,"10,190,255","130,206,413",.,7.83
1998,RI,Final,"275,084","2,522,050",.,10.91,"252,957","2,730,649",.,9.26,"110,275","1,457,710",.,7.56,.,.,.,.,"20,391","177,222",.,11.51,"658,705","6,887,630",.,9.56
1998,SC,Final,"1,766,699","23,558,044",.,7.50,"1,021,427","16,370,078",.,6.24,"1,165,191","31,605,579",.,3.69,.,.,.,.,"55,160","920,185",.,5.99,"4,008,477","72,453,886",.,5.53
1998,SD,Final,"240,049","3,303,403",.,7.27,"149,688","2,262,750",.,6.62,"82,960","1,868,078",.,4.44,.,.,.,.,"16,698","389,799",.,4.28,"489,395","7,824,030",.,6.26
1998,TN,Final,"2,237,736","35,427,694",.,6.32,"1,559,612","24,840,011",.,6.28,"1,269,146","30,461,382",.,4.17,.,.,.,.,"88,880","1,020,800",.,8.71,"5,155,374","91,749,887",.,5.62
1998,TX,Final,"8,448,240","110,433,808",.,7.65,"5,074,232","77,231,317",.,6.57,"4,046,791","102,702,146",.,3.94,.,.,.,.,"917,217","14,337,495",.,6.40,"18,486,480","304,704,766",.,6.07
